language
ara_Arab
hye_Armn
aze_Latn
bak_Cyrl
bel_Cyrl
bul_Cyrl
cat_Latn
ces_Latn
dan_Latn
deu_Latn
ell_Grek
eng_Latn
spa_Latn
est_Latn
eus_Latn
fas_Arab
fin_Latn
fra_Latn
gle_Latn
gla_Latn
glg_Latn
guj_Gujr
heb_Hebr
hin_Deva
hrv_Latn
hun_Latn
ind_Latn
isl_Latn
ita_Latn
jpn_Jpan
jav_Latn
kat_Geor
kaz_Cyrl
kor_Hang
lit_Latn
lav_Latn
mkd_Cyrl
mar_Deva
msa_Latn
nld_Latn
nor_Latn
pol_Latn
por_Latn
ron_Latn
rus_Cyrl
slk_Latn
slv_Latn
sqi_Latn
srp_Cyrl
swe_Latn
swh_Latn
tam_Taml
tel_Telu
tha_Thai
tur_Latn
ukr_Cyrl
urd_Arab
vie_Latn
zho_Hans
