language
aka_Latn
arb_Arab
asm_Beng
bam_Latn
eus_Latn
ben_Beng
cat_Latn
nya_Latn
sna_Latn
tum_Latn
eng_Latn
fon_Latn
fra_Latn
guj_Gujr
hin_Deva
ibo_Latn
ind_Latn
zul_Latn
kan_Knda
kik_Latn
kin_Latn
run_Latn
lin_Latn
lug_Latn
mal_Mlym
mar_Deva
npi_Deva
nso_Latn
ory_Orya
por_Latn
pan_Guru
sot_Latn
tsn_Latn
zho_Hans
spa_Latn
swh_Latn
tam_Taml
tel_Telu
zho_Hant
twi_Latn
urd_Arab
vie_Latn
wol_Latn
xho_Latn
tso_Latn
yor_Latn
