language
eng_Latn
rus_Cyrl
spa_Latn
deu_Latn
fra_Latn
ita_Latn
por_Latn
pol_Latn
nld_Latn
tur_Latn
vie_Latn
ces_Latn
ind_Latn
ron_Latn
swe_Latn
hun_Latn
ukr_Cyrl
fas_Arab
jpn_Jpan
ell_Grek
fin_Latn
zho_Hans
dan_Latn
tha_Thai
nor_Latn
bul_Cyrl
kor_Hang
ara_Arab
slk_Latn
cat_Latn
lit_Latn
heb_Hebr
slv_Latn
est_Latn
lvs_Latn
hin_Deva
sqi_Latn
azj_Latn
hrv_Latn
tam_Taml
zsm_Latn
mal_Mlym
srp_Cyrl
kaz_Cyrl
tel_Telu
mar_Deva
isl_Latn
bos_Latn
mkd_Cyrl
glg_Latn
eus_Latn
ben_Beng
bel_Cyrl
kat_Geor
fil_Latn
mon_Cyrl
afr_Latn
uzn_Latn
guj_Gujr
kan_Knda
kaa_Latn
swh_Latn
urd_Arab
npi_Deva
cym_Latn
hye_Armn
kir_Cyrl
sin_Sinh
tat_Cyrl
tgk_Cyrl
lat_Latn
som_Latn
gle_Latn
khm_Khmr
mlt_Latn
epo_Latn
pus_Arab
kin_Latn
kmr_Latn
lao_Laoo
fry_Latn
hau_Latn
mya_Mymr
div_Thaa
pan_Guru
ckb_Arab
ltz_Latn
mlg_Latn
hat_Latn
uig_Arab
amh_Ethi
ory_Orya
fao_Latn
gla_Latn
bak_Cyrl
tuk_Latn
mri_Latn
hmn_Latn
grc_Grek
jav_Latn
ceb_Latn
snd_Arab
ydd_Hebr
kaa_Latn
sna_Latn
cos_Latn
sun_Latn
pap_Latn
ibo_Latn
zul_Latn
xho_Latn
smo_Latn
nya_Latn
yor_Latn
chv_Cyrl
ell_Latn
kal_Latn
haw_Latn
gsw_Latn
tet_Latn
sot_Latn
lus_Latn
oci_Latn
asm_Beng
roh_Latn
bre_Latn
sah_Cyrl
hin_Latn
sme_Latn
cnh_Latn
orm_Latn
che_Cyrl
udm_Cyrl
lug_Latn
oss_Cyrl
nav_Latn
kha_Latn
ilo_Latn
ctd_Latn
vec_Latn
hil_Latn
tyv_Cyrl
iba_Latn
rus_Latn
kbd_Cyrl
tir_Ethi
san_Deva
ava_Cyrl
bod_Tibt
zza_Latn
ber_Latn
otq_Latn
tel_Latn
bua_Cyrl
tso_Latn
cfm_Latn
tsn_Latn
krc_Cyrl
aka_Latn
meo_Arab
chm_Cyrl
ton_Latn
ewe_Latn
nso_Latn
ady_Cyrl
rom_Latn
bho_Deva
ltg_Latn
fij_Latn
yua_Latn
grn_Latn
azj_Cyrl
lin_Latn
ada_Latn
myv_Cyrl
bik_Latn
tlh_Latn
kbp_Latn
war_Latn
wln_Latn
bew_Latn
rcf_Latn
tam_Latn
kac_Latn
iku_Cans
aym_Latn
kum_Cyrl
que_Latn
bgp_Deva
hif_Latn
cor_Latn
nan_Latn
srn_Latn
tly_Arab
sag_Latn
gom_Deva
mal_Latn
kua_Latn
ksd_Latn
dzo_Tibt
kom_Cyrl
msi_Latn
ven_Latn
zap_Latn
zxx_Latn
meu_Latn
iso_Latn
ium_Latn
nhe_Latn
hui_Latn
new_Deva
mdf_Cyrl
pag_Latn
glv_Latn
gag_Cyrl
ngu_Latn
quc_Latn
mam_Latn
min_Latn
hmo_Latn
pon_Latn
mrj_Cyrl
lua_Latn
gom_Latn
alt_Cyrl
nzi_Latn
tzo_Latn
bci_Latn
dtp_Latn
abt_Latn
bbc_Latn
pck_Latn
mai_Deva
mps_Latn
emp_Latn
mgh_Latn
tab_Cyrl
crh_Cyrl
tbz_Latn
ssw_Latn
chk_Latn
bru_Latn
nnb_Latn
fon_Latn
ppk_Latn
tiv_Latn
btx_Latn
bul_Latn
mbt_Latn
ace_Latn
tvl_Latn
dov_Latn
ach_Latn
xal_Cyrl
cuk_Latn
kos_Latn
crs_Latn
wol_Latn
bts_Latn
ubu_Latn
gym_Latn
ibb_Latn
ape_Latn
stq_Latn
ang_Latn
enq_Latn
tsg_Latn
shn_Mymr
kri_Latn
kek_Latn
rmc_Latn
acf_Latn
fip_Latn
syr_Syrc
qub_Latn
bam_Latn
tzh_Latn
jiv_Latn
kan_Latn
kjh_Cyrl
yap_Latn
ban_Latn
tuc_Latn
tcy_Knda
cab_Latn
cak_Latn
din_Latn
zho_Latn
arn_Latn
lrc_Arab
rwo_Latn
hus_Latn
bum_Latn
mak_Latn
frp_Latn
seh_Latn
twu_Latn
kmb_Latn
ksw_Mymr
sja_Latn
amu_Latn
mad_Latn
quh_Latn
dyu_Latn
toj_Latn
cha_Latn
sus_Latn
nog_Cyrl
jam_Latn
gui_Latn
nia_Latn
mas_Latn
bzj_Latn
mkn_Latn
lhu_Latn
ctu_Latn
kon_Latn
inb_Latn
guh_Latn
run_Latn
bus_Latn
mfe_Latn
sda_Latn
bis_Latn
cre_Latn
gor_Latn
jac_Latn
chr_Cher
mah_Latn
mni_Beng
wal_Latn
teo_Latn
gub_Latn
qvi_Latn
rki_Mymr
djk_Latn
nbl_Latn
zne_Latn
izz_Latn
noa_Latn
bqc_Latn
srm_Latn
niq_Latn
bas_Latn
dwr_Latn
guc_Latn
jvn_Latn
hvn_Latn
sxn_Latn
koi_Cyrl
alz_Latn
nyu_Latn
ben_Latn
suz_Deva
pau_Latn
nij_Latn
sat_Latn
guj_Latn
msm_Latn
maz_Latn
qxr_Latn
shp_Latn
hne_Deva
ktu_Latn
laj_Latn
pis_Latn
mag_Deva
gbm_Deva
tzj_Latn
oji_Cans
ndc_Latn
tks_Latn
awa_Deva
gvl_Latn
knj_Latn
spp_Latn
mqy_Latn
tca_Latn
cce_Latn
skr_Arab
kmz_Latn
dje_Latn
gof_Latn
agr_Latn
qvz_Latn
adh_Latn
quf_Latn
kjg_Latn
tsc_Latn
ber_Latn
ify_Latn
cbk_Latn
quy_Latn
ahk_Latn
cac_Latn
akb_Latn
nut_Latn
ffm_Latn
taj_Deva
zsm_Arab
brx_Deva
ann_Latn
qup_Latn
zsm_Arab
miq_Latn
msb_Latn
bim_Latn
