language
raj_Deva
kwi_Latn
tll_Latn
trp_Latn
smt_Latn
mrw_Latn
dln_Latn
qvc_Latn
doi_Deva
ful_Latn
