language
eng_Latn
deu_Latn
fra_Latn
spa_Latn
pol_Latn
ita_Latn
nld_Latn
swe_Latn
tur_Latn
por_Latn
rus_Cyrl
fin_Latn
ces_Latn
zho_Hans
jpn_Jpan
nor_Latn
kor_Hang
dan_Latn
ind_Latn
ara_Arab
ceb_Latn
ukr_Cyrl
vie_Latn
pus_Arab
cat_Latn
hun_Latn
ron_Latn
lat_Latn
cym_Latn
heb_Hebr
fas_Arab
bos_Latn
cos_Latn
hat_Latn
srp_Cyrl
ell_Grek
epo_Latn
bel_Cyrl
ara_Latn
hye_Armn
slk_Latn
tha_Thai
ltz_Latn
bul_Cyrl
hin_Latn
hin_Deva
msa_Latn
hrv_Latn
ben_Beng
jav_Latn
est_Latn
tgl_Latn
glg_Latn
slv_Latn
aze_Latn
lit_Latn
gla_Latn
tel_Telu
kat_Geor
eus_Latn
snd_Arab
haw_Latn
pan_Guru
tgk_Cyrl
tat_Cyrl
mkd_Cyrl
kaz_Cyrl
rus_Latn
hmn_Latn
tel_Latn
lvs_Latn
fry_Latn
isl_Latn
sqi_Latn
afr_Latn
mal_Mlym
jpn_Latn
kan_Knda
bul_Latn
mlt_Latn
mlg_Latn
uzn_Latn
ibo_Latn
som_Latn
amh_Ethi
gle_Latn
npi_Deva
mar_Deva
mya_Mymr
sin_Sinh
kmr_Latn
mar_Latn
mal_Latn
guj_Latn
kir_Cyrl
ell_Latn
mon_Cyrl
khm_Khmr
ckb_Arab
hau_Latn
lao_Laoo
yid_Hebr
guj_Gujr
swh_Latn
yor_Latn
zho_Latn
nya_Latn
smo_Latn
sun_Latn
ory_Orya
tam_Latn
mri_Latn
uig_Arab
kin_Latn
zul_Latn
sot_Latn
sna_Latn
kan_Latn
tuk_Latn
xho_Latn
