language
afr_Latn
sqi_Latn
amh_Ethi
ara_Arab
hye_Armn
aze_Latn
eus_Latn
bel_Cyrl
ben_Beng
bul_Cyrl
bul_Latn
mya_Mymr
cat_Latn
ceb_Latn
nya_Latn
zho_Hans
zho_Latn
cos_Latn
ces_Latn
dan_Latn
nld_Latn
eng_Latn
epo_Latn
est_Latn
tgl_Latn
fin_Latn
fra_Latn
glg_Latn
kat_Geor
deu_Latn
ell_Grek
ell_Latn
guj_Gujr
hat_Latn
hau_Latn
haw_Latn
heb_Hebr
hin_Deva
hin_Latn
hmn_Latn
hun_Latn
isl_Latn
ibo_Latn
ind_Latn
gle_Latn
ita_Latn
jpn_Jpan
jpn_Latn
jav_Latn
kan_Knda
kaz_Cyrl
khm_Khmr
kor_Hang
kmr_Latn
kir_Cyrl
lao_Laoo
lat_Latn
lvs_Latn
lit_Latn
ltz_Latn
mkd_Cyrl
mlg_Latn
zsm_Latn
mal_Mlym
mlt_Latn
mri_Latn
mar_Deva
mon_Cyrl
npi_Deva
nob_Latn
pbt_Arab
fas_Arab
pol_Latn
por_Latn
pan_Guru
ron_Latn
rus_Cyrl
rus_Latn
smo_Latn
gla_Latn
srp_Cyrl
sna_Latn
snd_Arab
sin_Sinh
slk_Latn
slv_Latn
som_Latn
sot_Latn
spa_Latn
sun_Latn
swh_Latn
swe_Latn
tgk_Cyrl
tam_Taml
tel_Telu
tha_Thai
tur_Latn
ukr_Cyrl
urd_Arab
uzn_Latn
vie_Latn
cym_Latn
fry_Latn
xho_Latn
ydd_Hebr
yor_Latn
zul_Latn
