language
eng_Latn
rus_Cyrl
zho_Hans
deu_Latn
spa_Latn
fra_Latn
jpn_Jpan
ita_Latn
por_Latn
ell_Grek
ron_Latn
ukr_Cyrl
hun_Latn
kor_Hang
pol_Latn
nor_Latn
nld_Latn
fin_Latn
dan_Latn
ind_Latn
hrv_Latn
tur_Latn
ara_Arab
vie_Latn
tha_Thai
bul_Cyrl
fas_Arab
swe_Latn
msa_Latn
heb_Hebr
ces_Latn
slk_Latn
cat_Latn
lit_Latn
slv_Latn
hin_Deva
est_Latn
lvs_Latn
tgl_Latn
sqi_Latn
srp_Cyrl
hin_Latn
aze_Latn
ben_Beng
tam_Taml
urd_Arab
kaz_Cyrl
hye_Armn
kat_Geor
isl_Latn
bel_Cyrl
bos_Latn
mal_Mlym
mkd_Cyrl
swh_Latn
afr_Latn
tel_Telu
ara_Latn
mon_Cyrl
lat_Latn
npi_Deva
sin_Sinh
mar_Deva
kan_Knda
som_Latn
cym_Latn
jav_Latn
pus_Arab
uzn_Latn
guj_Gujr
khm_Khmr
urd_Latn
amh_Ethi
ben_Latn
pan_Guru
glg_Latn
hau_Latn
mlg_Latn
san_Deva
eus_Latn
mya_Mymr
sun_Latn
ory_Orya
hat_Latn
lao_Laoo
kir_Cyrl
bre_Latn
gle_Latn
yor_Latn
epo_Latn
tam_Latn
zul_Latn
tir_Ethi
tel_Latn
kmr_Latn
orm_Latn
xho_Latn
gla_Latn
ibo_Latn
asm_Beng
lug_Latn
wol_Latn
fry_Latn
tsn_Latn
ful_Latn
grn_Latn
snd_Arab
lin_Latn
bam_Latn
iku_Latn
kon_Latn
quy_Latn
ssw_Latn
