glottocode,url,total_resources,dictionary,grammar_sketch,grammar,phonology,text,wordlist,comparative,minimal,dialectology,ethnographic,overview,bibliographical,specific_feature,socling,new_testament,unknown,status
silt1240,https://glottolog.org/langdoc?language=silt1240,37,4,5,0,2,1,1,4,1,1,0,3,0,4,1,0,0,ok
arib1241,https://glottolog.org/langdoc?language=arib1241,3,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,ok
basa1284,https://glottolog.org/langdoc?language=basa1284,75,5,11,8,6,1,1,4,0,0,3,6,1,6,0,0,0,ok
salv1237,https://glottolog.org/langdoc?language=salv1237,8,0,0,0,0,0,1,3,0,0,0,2,0,0,1,0,0,ok
sana1295,https://glottolog.org/langdoc?language=sana1295,21,2,6,7,0,3,0,0,0,2,2,1,0,1,0,0,0,ok
turk1308,https://glottolog.org/langdoc?language=turk1308,100,3,11,4,4,1,7,12,2,0,15,10,0,5,1,0,0,ok
jaru1254,https://glottolog.org/langdoc?language=jaru1254,72,1,2,4,1,2,2,24,0,0,4,7,1,3,1,0,0,ok
anip1235,https://glottolog.org/langdoc?language=anip1235,3,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,ok
sanu1240,https://glottolog.org/langdoc?language=sanu1240,21,0,1,1,1,1,4,5,0,0,6,7,0,1,1,0,0,ok
walu1241,https://glottolog.org/langdoc?language=walu1241,11,0,0,0,3,1,0,3,0,0,2,3,0,1,0,0,0,ok
sate1243,https://glottolog.org/langdoc?language=sate1243,52,1,2,3,4,1,5,5,1,0,9,4,0,1,3,0,0,ok
coon1239,https://glottolog.org/langdoc?language=coon1239,12,0,0,0,1,1,1,5,1,0,4,5,0,0,0,0,0,ok
taca1258,https://glottolog.org/langdoc?language=taca1258,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
kara1482,https://glottolog.org/langdoc?language=kara1482,23,0,4,0,2,0,7,7,1,0,2,10,0,1,1,0,0,ok
mend1266,https://glottolog.org/langdoc?language=mend1266,126,3,12,12,1,0,8,9,2,1,10,9,1,2,0,0,0,ok
lomb1257,https://glottolog.org/langdoc?language=lomb1257,59,13,23,4,8,2,2,5,4,1,0,4,4,0,6,0,0,ok
lena1238,https://glottolog.org/langdoc?language=lena1238,13,2,3,0,1,0,2,5,1,0,0,6,1,0,0,0,0,ok
xico1235,https://glottolog.org/langdoc?language=xico1235,19,2,3,3,0,1,3,4,0,0,1,3,0,0,0,0,0,ok
ulum1237,https://glottolog.org/langdoc?language=ulum1237,4,0,0,0,0,0,2,2,0,1,0,2,0,0,2,0,0,ok
suga1248,https://glottolog.org/langdoc?language=suga1248,10,0,1,0,3,0,3,4,0,0,0,5,0,1,0,0,0,ok
gawa1247,https://glottolog.org/langdoc?language=gawa1247,14,0,2,0,0,1,4,5,1,0,2,5,0,1,1,0,0,ok
umon1238,https://glottolog.org/langdoc?language=umon1238,4,0,0,0,0,0,3,2,0,0,0,3,0,0,1,0,0,ok
nyan1305,https://glottolog.org/langdoc?language=nyan1305,44,2,4,0,0,0,5,2,1,0,6,7,0,0,0,0,0,ok
chet1237,https://glottolog.org/langdoc?language=chet1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
west1511,https://glottolog.org/langdoc?language=west1511,4,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,ok
duun1242,https://glottolog.org/langdoc?language=duun1242,8,1,1,0,0,0,3,3,0,0,0,2,0,1,2,0,0,ok
gend1249,https://glottolog.org/langdoc?language=gend1249,9,1,1,0,0,1,2,4,2,0,2,4,0,0,0,0,0,ok
taid1248,https://glottolog.org/langdoc?language=taid1248,18,0,0,1,5,0,3,4,1,0,3,8,0,1,0,0,0,ok
gaaa1245,https://glottolog.org/langdoc?language=gaaa1245,6,0,2,0,0,0,0,3,0,0,0,1,0,1,0,0,0,ok
sika1261,https://glottolog.org/langdoc?language=sika1261,9,2,3,0,0,0,4,3,0,0,1,3,0,0,0,0,0,ok
song1299,https://glottolog.org/langdoc?language=song1299,30,0,2,0,1,1,2,5,0,0,5,11,1,7,0,0,0,ok
cent1394,https://glottolog.org/langdoc?language=cent1394,11,0,1,0,3,0,1,3,3,0,0,5,1,0,0,0,0,ok
jort1240,https://glottolog.org/langdoc?language=jort1240,10,0,0,0,0,0,2,1,0,0,1,8,1,0,1,0,0,ok
zarm1239,https://glottolog.org/langdoc?language=zarm1239,120,11,3,17,3,1,4,2,3,0,8,4,0,5,4,0,0,ok
many1261,https://glottolog.org/langdoc?language=many1261,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,ok
naha1262,https://glottolog.org/langdoc?language=naha1262,6,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,ok
hadr1235,https://glottolog.org/langdoc?language=hadr1235,4,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,ok
baru1267,https://glottolog.org/langdoc?language=baru1267,71,5,1,0,2,3,2,3,1,2,4,5,0,1,0,0,0,ok
para1299,https://glottolog.org/langdoc?language=para1299,14,2,4,1,0,2,1,3,0,0,0,1,0,0,0,0,0,ok
zinz1238,https://glottolog.org/langdoc?language=zinz1238,37,2,2,0,0,0,3,6,2,0,3,9,1,3,2,0,0,ok
seka1250,https://glottolog.org/langdoc?language=seka1250,27,4,0,0,1,1,2,5,0,1,5,1,0,0,0,0,0,ok
nina1238,https://glottolog.org/langdoc?language=nina1238,24,1,2,1,2,1,3,5,2,0,5,5,0,3,1,0,0,ok
mesm1243,https://glottolog.org/langdoc?language=mesm1243,8,0,0,0,0,0,3,7,0,0,0,3,0,1,2,0,0,ok
kalk1246,https://glottolog.org/langdoc?language=kalk1246,55,1,5,7,0,0,3,9,1,1,3,5,0,5,0,0,0,ok
mfin1238,https://glottolog.org/langdoc?language=mfin1238,16,0,0,0,0,1,0,7,0,0,0,8,1,3,0,0,0,ok
oldl1240,https://glottolog.org/langdoc?language=oldl1240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
laha1251,https://glottolog.org/langdoc?language=laha1251,8,0,0,0,0,1,1,5,0,0,0,4,0,0,0,0,0,ok
nete1240,https://glottolog.org/langdoc?language=nete1240,4,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,ok
kuri1260,https://glottolog.org/langdoc?language=kuri1260,7,0,0,0,0,0,5,1,0,0,1,6,0,0,0,0,0,ok
baou1238,https://glottolog.org/langdoc?language=baou1238,119,3,12,10,4,4,4,4,0,0,5,5,4,3,0,0,0,ok
bela1256,https://glottolog.org/langdoc?language=bela1256,16,0,0,2,0,1,2,3,1,0,4,7,0,2,0,0,0,ok
darf1239,https://glottolog.org/langdoc?language=darf1239,16,0,0,0,0,0,3,7,0,0,1,5,0,3,0,0,0,ok
takw1238,https://glottolog.org/langdoc?language=takw1238,17,1,2,0,0,0,3,0,0,0,0,1,0,0,6,0,0,ok
mika1239,https://glottolog.org/langdoc?language=mika1239,18,0,1,2,1,1,0,4,0,0,3,0,0,2,0,0,0,ok
yako1252,https://glottolog.org/langdoc?language=yako1252,23,0,4,1,2,0,4,3,1,0,0,8,0,3,1,0,0,ok
ibal1241,https://glottolog.org/langdoc?language=ibal1241,22,1,0,0,0,0,3,6,0,0,1,8,0,1,0,0,0,ok
kpal1241,https://glottolog.org/langdoc?language=kpal1241,6,0,0,0,1,0,2,3,1,0,1,5,0,0,1,0,0,ok
west2538,https://glottolog.org/langdoc?language=west2538,19,0,3,0,3,1,4,2,0,1,4,4,0,0,0,0,0,ok
east2409,https://glottolog.org/langdoc?language=east2409,9,0,1,0,0,0,0,2,1,0,0,4,0,2,0,0,0,ok
masa1299,https://glottolog.org/langdoc?language=masa1299,46,1,3,0,4,0,8,8,0,0,8,11,0,1,1,0,0,ok
chim1300,https://glottolog.org/langdoc?language=chim1300,13,1,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,ok
eton1255,https://glottolog.org/langdoc?language=eton1255,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,ok
lolo1264,https://glottolog.org/langdoc?language=lolo1264,8,0,1,0,0,1,3,3,0,0,1,5,0,1,0,0,0,ok
bona1250,https://glottolog.org/langdoc?language=bona1250,21,4,4,5,0,0,0,2,1,0,0,3,0,1,0,0,0,ok
samb1309,https://glottolog.org/langdoc?language=samb1309,13,0,0,0,2,0,3,4,0,0,4,9,2,2,0,0,0,ok
lach1248,https://glottolog.org/langdoc?language=lach1248,16,0,2,2,0,1,1,5,1,0,3,2,0,0,1,0,0,ok
sout2718,https://glottolog.org/langdoc?language=sout2718,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
onin1237,https://glottolog.org/langdoc?language=onin1237,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,ok
oroh1237,https://glottolog.org/langdoc?language=oroh1237,8,0,1,0,0,1,1,3,1,0,0,2,0,2,0,0,0,ok
luoc1235,https://glottolog.org/langdoc?language=luoc1235,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,ok
tera1251,https://glottolog.org/langdoc?language=tera1251,19,1,0,2,0,0,5,2,0,0,2,5,0,0,0,0,0,ok
cent2009,https://glottolog.org/langdoc?language=cent2009,16,0,1,2,2,0,2,5,1,1,0,7,0,1,2,0,0,ok
kere1283,https://glottolog.org/langdoc?language=kere1283,45,2,3,1,1,1,5,7,1,1,3,7,1,3,1,0,0,ok
edol1239,https://glottolog.org/langdoc?language=edol1239,16,0,1,0,2,1,1,1,0,0,2,1,0,1,0,0,0,ok
laua1245,https://glottolog.org/langdoc?language=laua1245,7,0,0,0,0,1,2,4,0,0,0,3,0,0,0,0,0,ok
mono1268,https://glottolog.org/langdoc?language=mono1268,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,ok
kada1282,https://glottolog.org/langdoc?language=kada1282,35,0,0,0,3,1,7,10,2,0,1,7,1,2,6,0,0,ok
bafi1243,https://glottolog.org/langdoc?language=bafi1243,44,0,4,3,2,0,1,5,1,0,5,8,1,2,2,0,0,ok
goro1261,https://glottolog.org/langdoc?language=goro1261,10,0,0,0,0,1,3,4,1,0,0,4,1,0,0,0,0,ok
samv1238,https://glottolog.org/langdoc?language=samv1238,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
vale1251,https://glottolog.org/langdoc?language=vale1251,3,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,ok
buso1238,https://glottolog.org/langdoc?language=buso1238,6,1,1,0,0,2,1,3,0,0,0,2,0,0,0,0,0,ok
bwel1238,https://glottolog.org/langdoc?language=bwel1238,15,0,3,1,0,0,3,6,0,0,3,9,0,1,0,0,0,ok
manm1238,https://glottolog.org/langdoc?language=manm1238,10,0,0,1,0,1,2,3,1,0,0,3,0,1,0,0,0,ok
oldh1242,https://glottolog.org/langdoc?language=oldh1242,5,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,ok
tait1250,https://glottolog.org/langdoc?language=tait1250,56,2,7,2,0,0,6,6,0,0,9,9,1,1,1,0,0,ok
apuc1241,https://glottolog.org/langdoc?language=apuc1241,10,1,2,0,0,1,2,3,0,0,2,5,0,1,0,0,0,ok
puri1259,https://glottolog.org/langdoc?language=puri1259,5,0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,ok
neku1237,https://glottolog.org/langdoc?language=neku1237,8,0,0,0,0,1,1,3,1,0,0,3,1,3,0,0,0,ok
nara1264,https://glottolog.org/langdoc?language=nara1264,44,1,0,0,1,0,0,2,1,0,2,1,0,1,0,1,0,ok
marr1256,https://glottolog.org/langdoc?language=marr1256,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,ok
tune1241,https://glottolog.org/langdoc?language=tune1241,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
limi1243,https://glottolog.org/langdoc?language=limi1243,6,0,0,0,2,0,0,3,0,0,1,4,0,0,0,0,0,ok
urum1250,https://glottolog.org/langdoc?language=urum1250,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ok
chee1238,https://glottolog.org/langdoc?language=chee1238,28,0,2,1,0,0,6,3,1,0,4,10,1,3,1,0,0,ok
laca1243,https://glottolog.org/langdoc?language=laca1243,25,2,2,2,0,1,0,4,0,0,7,1,0,2,0,0,0,ok
zena1237,https://glottolog.org/langdoc?language=zena1237,2,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,ok
cash1254,https://glottolog.org/langdoc?language=cash1254,197,3,8,9,3,4,5,7,1,0,30,8,2,5,5,0,0,ok
mala1459,https://glottolog.org/langdoc?language=mala1459,7,0,0,0,0,0,1,1,0,0,4,7,0,0,0,0,0,ok
mata1306,https://glottolog.org/langdoc?language=mata1306,10,0,0,0,1,0,2,3,1,0,2,4,0,1,0,0,0,ok
sout2795,https://glottolog.org/langdoc?language=sout2795,60,0,5,2,3,1,5,3,0,0,1,2,0,1,8,0,0,ok
agar1252,https://glottolog.org/langdoc?language=agar1252,46,0,5,0,1,0,4,8,1,0,0,4,0,0,0,0,0,ok
cent2098,https://glottolog.org/langdoc?language=cent2098,7,0,0,0,3,0,2,2,0,0,1,3,0,0,0,0,0,ok
mant1267,https://glottolog.org/langdoc?language=mant1267,2,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,ok
nucl1235,https://glottolog.org/langdoc?language=nucl1235,119,12,38,20,1,4,0,18,0,3,8,15,1,6,0,0,0,ok
ogbi1239,https://glottolog.org/langdoc?language=ogbi1239,14,1,1,0,0,0,3,1,1,1,0,5,1,1,0,0,0,ok
baeg1237,https://glottolog.org/langdoc?language=baeg1237,3,0,0,0,0,0,1,2,2,0,1,2,0,0,0,0,0,ok
colo1254,https://glottolog.org/langdoc?language=colo1254,6,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,ok
itel1242,https://glottolog.org/langdoc?language=itel1242,52,8,4,4,0,4,6,9,2,0,11,10,0,1,0,0,0,ok
tiwa1253,https://glottolog.org/langdoc?language=tiwa1253,19,4,1,2,0,1,1,5,1,0,3,3,0,0,0,0,0,ok
basa1281,https://glottolog.org/langdoc?language=basa1281,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
heyo1240,https://glottolog.org/langdoc?language=heyo1240,9,0,0,0,0,0,2,3,1,0,0,4,0,0,3,0,0,ok
chan1313,https://glottolog.org/langdoc?language=chan1313,9,1,4,0,1,0,2,3,0,0,0,3,0,0,0,0,0,ok
vure1239,https://glottolog.org/langdoc?language=vure1239,18,1,0,1,0,1,1,8,3,0,0,8,1,2,1,0,0,ok
erro1240,https://glottolog.org/langdoc?language=erro1240,4,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,ok
kagu1239,https://glottolog.org/langdoc?language=kagu1239,101,1,1,4,0,10,1,9,0,0,11,7,1,1,2,0,0,ok
tich1238,https://glottolog.org/langdoc?language=tich1238,4,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,ok
sout3368,https://glottolog.org/langdoc?language=sout3368,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
limo1250,https://glottolog.org/langdoc?language=limo1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
teni1244,https://glottolog.org/langdoc?language=teni1244,7,0,0,0,0,1,0,3,0,0,2,4,1,0,0,0,0,ok
sant1448,https://glottolog.org/langdoc?language=sant1448,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ok
raha1237,https://glottolog.org/langdoc?language=raha1237,4,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,ok
samb1305,https://glottolog.org/langdoc?language=samb1305,17,0,1,2,1,0,4,1,0,0,5,3,0,2,0,0,0,ok
mbol1247,https://glottolog.org/langdoc?language=mbol1247,17,0,6,0,0,0,1,3,0,0,2,6,1,0,0,0,0,ok
gand1259,https://glottolog.org/langdoc?language=gand1259,11,0,2,0,0,2,0,4,4,1,0,3,0,0,0,0,0,ok
abro1238,https://glottolog.org/langdoc?language=abro1238,17,0,2,2,0,0,5,1,1,0,7,8,0,1,0,0,0,ok
cent2128,https://glottolog.org/langdoc?language=cent2128,117,4,8,7,1,3,2,17,2,0,17,5,1,3,0,0,0,ok
ford1242,https://glottolog.org/langdoc?language=ford1242,22,1,3,0,2,0,4,3,0,0,3,3,0,0,0,0,0,ok
udii1243,https://glottolog.org/langdoc?language=udii1243,37,3,8,3,0,4,0,5,0,0,2,4,0,3,3,0,0,ok
coat1244,https://glottolog.org/langdoc?language=coat1244,9,0,2,0,0,0,4,4,0,0,0,4,0,2,0,0,0,ok
idaa1241,https://glottolog.org/langdoc?language=idaa1241,16,1,3,1,0,0,4,0,0,0,3,3,1,0,0,0,0,ok
edop1238,https://glottolog.org/langdoc?language=edop1238,8,0,4,0,1,0,1,1,0,0,0,2,0,0,0,0,0,ok
mser1242,https://glottolog.org/langdoc?language=mser1242,11,0,0,0,0,1,6,3,0,0,1,6,0,1,1,0,0,ok
ziaa1250,https://glottolog.org/langdoc?language=ziaa1250,17,0,1,0,0,0,3,4,3,0,1,7,0,0,0,1,0,ok
quin1251,https://glottolog.org/langdoc?language=quin1251,7,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,ok
chum1264,https://glottolog.org/langdoc?language=chum1264,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ok
west2409,https://glottolog.org/langdoc?language=west2409,8,0,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,ok
kaba1278,https://glottolog.org/langdoc?language=kaba1278,42,9,9,6,2,1,0,0,0,0,4,1,0,1,0,0,0,ok
kama1364,https://glottolog.org/langdoc?language=kama1364,6,0,0,0,0,0,1,3,1,0,0,4,0,1,0,0,0,ok
iwam1256,https://glottolog.org/langdoc?language=iwam1256,18,0,1,0,1,0,3,7,3,0,3,6,0,2,0,0,0,ok
yort1237,https://glottolog.org/langdoc?language=yort1237,44,1,1,1,0,0,8,13,1,1,2,8,0,0,0,0,0,ok
caqu1242,https://glottolog.org/langdoc?language=caqu1242,30,0,4,2,0,1,1,3,0,0,0,4,0,2,1,0,0,ok
tewa1260,https://glottolog.org/langdoc?language=tewa1260,45,2,1,0,1,0,4,4,0,0,21,2,1,2,0,0,0,ok
guin1250,https://glottolog.org/langdoc?language=guin1250,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,ok
amel1241,https://glottolog.org/langdoc?language=amel1241,53,0,1,5,0,0,4,4,2,1,1,7,0,5,0,0,0,ok
kore1280,https://glottolog.org/langdoc?language=kore1280,166,10,22,27,8,2,4,16,5,1,7,8,0,9,1,0,0,ok
sout2994,https://glottolog.org/langdoc?language=sout2994,63,2,3,6,4,1,6,2,1,0,17,6,0,5,4,0,0,ok
hani1248,https://glottolog.org/langdoc?language=hani1248,59,1,3,4,3,1,20,6,4,0,22,17,1,5,3,0,0,ok
mawa1270,https://glottolog.org/langdoc?language=mawa1270,10,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,ok
kuny1238,https://glottolog.org/langdoc?language=kuny1238,11,0,0,0,2,0,1,4,0,0,1,5,1,2,0,0,0,ok
bemb1255,https://glottolog.org/langdoc?language=bemb1255,23,1,3,0,0,0,1,1,1,0,2,5,2,7,0,0,0,ok
mind1255,https://glottolog.org/langdoc?language=mind1255,8,0,0,0,0,1,0,5,1,0,0,5,1,0,0,0,0,ok
coro1248,https://glottolog.org/langdoc?language=coro1248,8,0,0,0,0,0,4,4,0,0,2,6,0,0,0,0,0,ok
wash1253,https://glottolog.org/langdoc?language=wash1253,40,0,3,1,0,2,0,5,5,0,10,1,0,3,1,0,0,ok
ndan1241,https://glottolog.org/langdoc?language=ndan1241,26,1,0,2,6,0,7,7,0,0,0,6,0,7,4,0,0,ok
kota1263,https://glottolog.org/langdoc?language=kota1263,14,0,1,2,1,3,0,4,1,0,0,2,0,1,0,0,0,ok
cors1241,https://glottolog.org/langdoc?language=cors1241,16,0,6,2,0,1,2,3,1,1,0,2,0,0,1,0,0,ok
mich1246,https://glottolog.org/langdoc?language=mich1246,6,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,ok
taly1247,https://glottolog.org/langdoc?language=taly1247,38,5,8,3,0,3,3,4,1,0,2,3,1,1,4,0,0,ok
east2398,https://glottolog.org/langdoc?language=east2398,20,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,ok
moro1287,https://glottolog.org/langdoc?language=moro1287,19,0,2,0,1,0,2,3,1,0,0,5,1,1,0,0,0,ok
stra1244,https://glottolog.org/langdoc?language=stra1244,50,1,3,3,2,1,4,17,0,0,11,8,0,3,1,0,0,ok
mirg1238,https://glottolog.org/langdoc?language=mirg1238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
zull1239,https://glottolog.org/langdoc?language=zull1239,13,0,1,0,0,0,5,6,0,0,0,6,1,0,1,0,0,ok
awad1243,https://glottolog.org/langdoc?language=awad1243,12,0,4,1,1,2,1,5,1,0,0,5,0,2,1,0,0,ok
mari1432,https://glottolog.org/langdoc?language=mari1432,6,0,0,0,0,1,1,4,1,0,0,2,0,0,0,0,0,ok
padi1241,https://glottolog.org/langdoc?language=padi1241,8,0,0,0,0,1,1,4,0,0,1,4,0,1,0,0,0,ok
noml1242,https://glottolog.org/langdoc?language=noml1242,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,ok
bond1246,https://glottolog.org/langdoc?language=bond1246,40,5,5,5,2,1,4,3,1,0,1,10,0,3,0,0,0,ok
oldi1245,https://glottolog.org/langdoc?language=oldi1245,21,2,6,4,0,1,1,4,2,0,0,0,0,3,0,0,0,ok
ital1282,https://glottolog.org/langdoc?language=ital1282,97,4,12,11,10,0,1,7,5,5,0,7,3,7,3,0,0,ok
mund1330,https://glottolog.org/langdoc?language=mund1330,108,1,9,6,6,2,5,7,0,0,18,7,0,6,2,0,0,ok
bika1251,https://glottolog.org/langdoc?language=bika1251,5,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,ok
ngba1285,https://glottolog.org/langdoc?language=ngba1285,53,4,3,1,2,0,2,3,1,0,2,5,1,4,0,2,0,ok
woun1238,https://glottolog.org/langdoc?language=woun1238,70,1,5,8,1,1,13,7,0,0,5,5,0,4,1,0,0,ok
pras1239,https://glottolog.org/langdoc?language=pras1239,18,1,1,1,0,3,2,6,1,0,2,3,0,0,0,0,0,ok
giky1238,https://glottolog.org/langdoc?language=giky1238,27,0,0,0,0,0,4,3,0,0,1,6,0,1,0,0,0,ok
bung1259,https://glottolog.org/langdoc?language=bung1259,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,ok
choa1237,https://glottolog.org/langdoc?language=choa1237,17,0,0,3,4,0,3,2,1,0,1,2,0,3,0,0,0,ok
agun1238,https://glottolog.org/langdoc?language=agun1238,4,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,ok
rawa1268,https://glottolog.org/langdoc?language=rawa1268,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
nkar1238,https://glottolog.org/langdoc?language=nkar1238,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,ok
ekii1241,https://glottolog.org/langdoc?language=ekii1241,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,ok
avau1237,https://glottolog.org/langdoc?language=avau1237,6,0,0,0,0,0,4,2,0,0,0,1,0,0,2,0,0,ok
hoch1237,https://glottolog.org/langdoc?language=hoch1237,8,0,1,0,0,0,0,4,1,0,0,3,0,0,0,0,0,ok
atta1243,https://glottolog.org/langdoc?language=atta1243,10,0,1,0,0,0,1,2,2,0,1,5,0,2,2,0,0,ok
seze1235,https://glottolog.org/langdoc?language=seze1235,20,0,1,2,0,0,1,9,1,0,4,7,0,3,0,0,0,ok
orya1242,https://glottolog.org/langdoc?language=orya1242,28,0,2,0,1,2,6,3,1,0,5,5,0,0,0,1,0,ok
cent2053,https://glottolog.org/langdoc?language=cent2053,41,2,15,0,0,1,4,4,0,1,15,6,0,1,0,0,0,ok
ache1246,https://glottolog.org/langdoc?language=ache1246,36,2,3,0,4,2,7,2,2,0,17,2,0,0,1,0,0,ok
wasu1238,https://glottolog.org/langdoc?language=wasu1238,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
east2834,https://glottolog.org/langdoc?language=east2834,8,1,0,0,1,0,2,1,0,0,2,4,2,0,0,0,0,ok
maku1246,https://glottolog.org/langdoc?language=maku1246,19,0,3,1,1,0,5,5,0,0,1,9,0,3,0,0,0,ok
nucl1692,https://glottolog.org/langdoc?language=nucl1692,10,0,0,0,0,0,6,2,1,0,1,5,0,1,0,0,0,ok
goza1238,https://glottolog.org/langdoc?language=goza1238,5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,ok
geba1237,https://glottolog.org/langdoc?language=geba1237,3,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,ok
yuwa1244,https://glottolog.org/langdoc?language=yuwa1244,40,2,2,0,0,1,4,6,2,0,13,2,0,2,1,0,0,ok
arik1264,https://glottolog.org/langdoc?language=arik1264,3,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,ok
tamb1253,https://glottolog.org/langdoc?language=tamb1253,7,0,0,0,0,1,1,4,0,0,0,4,1,0,1,0,0,ok
cent2292,https://glottolog.org/langdoc?language=cent2292,87,3,5,3,1,1,7,3,0,0,24,4,0,4,0,0,0,ok
tolo1255,https://glottolog.org/langdoc?language=tolo1255,13,0,2,0,0,1,1,7,5,0,0,6,1,0,0,0,0,ok
domm1246,https://glottolog.org/langdoc?language=domm1246,5,0,0,1,1,0,1,2,0,0,1,2,0,0,0,0,0,ok
sele1249,https://glottolog.org/langdoc?language=sele1249,20,0,2,1,2,0,4,6,0,0,1,8,0,1,1,0,0,ok
sona1244,https://glottolog.org/langdoc?language=sona1244,2,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,ok
lian1251,https://glottolog.org/langdoc?language=lian1251,27,0,4,2,3,0,6,5,2,0,3,7,0,5,0,0,0,ok
bela1254,https://glottolog.org/langdoc?language=bela1254,20,3,2,5,1,0,1,2,1,2,1,2,0,0,1,0,0,ok
east2482,https://glottolog.org/langdoc?language=east2482,6,0,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,ok
oldn1246,https://glottolog.org/langdoc?language=oldn1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
palp1242,https://glottolog.org/langdoc?language=palp1242,2,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,ok
roma1329,https://glottolog.org/langdoc?language=roma1329,271,43,81,32,2,17,34,32,17,0,20,18,3,11,14,0,0,ok
awbo1238,https://glottolog.org/langdoc?language=awbo1238,6,0,0,0,0,1,1,2,1,0,0,2,1,0,0,0,0,ok
otto1234,https://glottolog.org/langdoc?language=otto1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
yamd1240,https://glottolog.org/langdoc?language=yamd1240,33,1,4,1,1,0,1,1,0,0,16,2,0,0,0,0,0,ok
wikm1247,https://glottolog.org/langdoc?language=wikm1247,119,3,11,4,1,3,1,23,0,0,17,6,0,6,1,0,0,ok
thai1259,https://glottolog.org/langdoc?language=thai1259,8,0,1,0,3,0,1,2,0,0,0,0,0,1,0,0,0,ok
kosa1251,https://glottolog.org/langdoc?language=kosa1251,8,0,0,0,0,1,2,2,0,0,1,3,0,0,1,0,0,ok
juti1236,https://glottolog.org/langdoc?language=juti1236,14,2,3,0,1,2,0,3,2,1,0,3,0,0,2,0,0,ok
luto1241,https://glottolog.org/langdoc?language=luto1241,9,0,2,0,3,0,0,0,0,0,1,3,0,1,1,0,0,ok
kild1236,https://glottolog.org/langdoc?language=kild1236,23,1,5,1,1,4,0,4,1,0,0,3,1,2,0,0,0,ok
