glottocode,url,total_resources,dictionary,grammar_sketch,grammar,phonology,text,wordlist,comparative,minimal,dialectology,ethnographic,overview,bibliographical,specific_feature,socling,new_testament,unknown,status
sing1266,https://glottolog.org/langdoc?language=sing1266,4,0,0,0,0,0,3,1,0,0,1,4,0,0,1,0,0,ok
cunn1236,https://glottolog.org/langdoc?language=cunn1236,20,0,2,3,2,0,3,5,4,0,0,3,0,0,0,0,0,ok
patp1243,https://glottolog.org/langdoc?language=patp1243,16,1,0,2,0,0,4,2,2,0,3,4,0,0,0,0,0,ok
buna1278,https://glottolog.org/langdoc?language=buna1278,16,1,2,2,0,1,2,5,2,1,0,2,0,0,0,0,0,ok
tere1272,https://glottolog.org/langdoc?language=tere1272,12,1,0,0,0,1,4,3,0,0,1,3,1,2,0,0,0,ok
tune1261,https://glottolog.org/langdoc?language=tune1261,51,1,5,2,9,0,4,10,1,0,9,15,0,2,0,0,0,ok
sout2797,https://glottolog.org/langdoc?language=sout2797,46,1,4,0,0,0,2,2,0,0,1,4,1,4,0,0,0,ok
tini1245,https://glottolog.org/langdoc?language=tini1245,24,0,2,0,1,1,3,5,0,0,3,4,2,0,1,0,0,ok
nake1240,https://glottolog.org/langdoc?language=nake1240,6,0,0,0,0,1,1,3,2,0,0,3,0,0,0,0,0,ok
djeo1235,https://glottolog.org/langdoc?language=djeo1235,31,2,1,0,0,1,7,7,0,0,7,8,0,1,3,0,0,ok
nort2971,https://glottolog.org/langdoc?language=nort2971,16,2,0,1,0,1,2,2,0,0,4,2,0,3,0,0,0,ok
bura1271,https://glottolog.org/langdoc?language=bura1271,6,0,0,0,0,0,3,4,2,0,1,4,0,0,0,0,0,ok
daww1239,https://glottolog.org/langdoc?language=daww1239,16,0,2,1,1,1,2,4,1,0,0,5,0,2,2,0,0,ok
tamp1252,https://glottolog.org/langdoc?language=tamp1252,30,0,0,0,1,0,3,2,0,0,1,3,0,1,0,0,0,ok
baga1273,https://glottolog.org/langdoc?language=baga1273,11,0,1,0,0,0,3,5,0,0,0,6,0,1,0,0,0,ok
biag1234,https://glottolog.org/langdoc?language=biag1234,4,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,ok
west2397,https://glottolog.org/langdoc?language=west2397,16,1,4,1,2,2,1,2,0,0,1,0,0,2,0,0,0,ok
sela1262,https://glottolog.org/langdoc?language=sela1262,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
somr1240,https://glottolog.org/langdoc?language=somr1240,11,0,0,0,1,1,3,6,1,0,2,5,0,0,0,0,0,ok
kiss1246,https://glottolog.org/langdoc?language=kiss1246,7,0,0,0,0,1,2,4,0,0,0,3,0,0,0,0,0,ok
waor1240,https://glottolog.org/langdoc?language=waor1240,136,1,14,2,3,1,7,11,1,0,29,10,1,5,2,1,0,ok
iter1241,https://glottolog.org/langdoc?language=iter1241,10,0,0,0,0,1,4,5,0,0,0,3,0,0,0,1,0,ok
godi1239,https://glottolog.org/langdoc?language=godi1239,51,1,7,5,0,1,3,4,0,0,0,5,0,5,0,0,0,ok
wutu1241,https://glottolog.org/langdoc?language=wutu1241,22,0,5,3,0,1,0,4,2,0,0,1,0,4,0,0,0,ok
nisi1238,https://glottolog.org/langdoc?language=nisi1238,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,ok
heib1243,https://glottolog.org/langdoc?language=heib1243,24,0,4,0,0,0,1,5,1,0,5,9,1,4,4,1,0,ok
bass1259,https://glottolog.org/langdoc?language=bass1259,6,0,0,0,0,1,1,2,0,0,0,3,1,0,2,0,0,ok
wuzl1236,https://glottolog.org/langdoc?language=wuzl1236,32,3,4,3,2,0,0,0,1,0,2,1,0,4,0,0,0,ok
nort2787,https://glottolog.org/langdoc?language=nort2787,5,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,ok
kich1262,https://glottolog.org/langdoc?language=kich1262,116,5,17,9,2,4,1,8,0,0,9,6,0,3,1,0,0,ok
lele1276,https://glottolog.org/langdoc?language=lele1276,15,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,ok
dera1245,https://glottolog.org/langdoc?language=dera1245,12,0,0,1,0,0,5,6,1,0,2,8,0,0,0,0,0,ok
bauc1238,https://glottolog.org/langdoc?language=bauc1238,6,0,1,0,0,0,2,1,1,0,0,4,0,0,1,0,0,ok
teri1244,https://glottolog.org/langdoc?language=teri1244,7,1,0,0,1,0,3,3,0,0,0,5,0,0,2,0,0,ok
dang1260,https://glottolog.org/langdoc?language=dang1260,15,0,0,1,2,1,3,4,1,0,1,4,0,1,4,0,0,ok
vute1244,https://glottolog.org/langdoc?language=vute1244,31,1,4,0,0,0,7,9,0,0,5,11,0,2,0,0,0,ok
lowe1441,https://glottolog.org/langdoc?language=lowe1441,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
ewon1239,https://glottolog.org/langdoc?language=ewon1239,45,1,11,8,2,0,6,8,0,0,5,11,1,1,0,0,0,ok
sout2932,https://glottolog.org/langdoc?language=sout2932,2,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,ok
woli1241,https://glottolog.org/langdoc?language=woli1241,18,4,3,0,0,1,4,4,0,0,1,7,0,1,0,0,0,ok
qaua1234,https://glottolog.org/langdoc?language=qaua1234,21,0,4,1,1,2,2,9,2,0,0,6,0,0,0,0,0,ok
eteo1240,https://glottolog.org/langdoc?language=eteo1240,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,ok
aigh1235,https://glottolog.org/langdoc?language=aigh1235,7,0,0,0,0,0,2,5,1,0,0,6,0,0,0,0,0,ok
rung1258,https://glottolog.org/langdoc?language=rung1258,18,0,0,3,0,0,5,5,1,1,2,9,0,1,2,0,0,ok
phuk1235,https://glottolog.org/langdoc?language=phuk1235,11,0,0,0,1,1,0,5,1,0,2,6,0,0,2,0,0,ok
kaga1256,https://glottolog.org/langdoc?language=kaga1256,20,0,5,1,2,0,2,1,0,0,0,1,0,0,0,0,0,ok
germ1281,https://glottolog.org/langdoc?language=germ1281,14,1,2,4,1,0,0,0,0,0,0,0,0,5,1,0,0,ok
guaj1256,https://glottolog.org/langdoc?language=guaj1256,33,0,3,1,4,2,5,3,0,0,6,2,0,2,1,0,0,ok
kuku1285,https://glottolog.org/langdoc?language=kuku1285,9,0,0,1,0,0,2,1,0,0,6,3,0,0,0,0,0,ok
maga1263,https://glottolog.org/langdoc?language=maga1263,21,1,2,0,0,0,2,4,1,0,2,6,0,1,0,0,0,ok
hili1240,https://glottolog.org/langdoc?language=hili1240,27,3,5,10,1,0,0,3,0,0,0,1,0,1,0,0,0,ok
teke1279,https://glottolog.org/langdoc?language=teke1279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
wyan1247,https://glottolog.org/langdoc?language=wyan1247,38,6,1,3,1,2,8,4,2,0,11,9,2,1,0,0,0,ok
golp1234,https://glottolog.org/langdoc?language=golp1234,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
teut1235,https://glottolog.org/langdoc?language=teut1235,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ok
asil1242,https://glottolog.org/langdoc?language=asil1242,10,2,0,0,0,0,4,4,0,0,1,7,0,0,0,0,0,ok
yinb1236,https://glottolog.org/langdoc?language=yinb1236,4,0,0,0,0,0,1,1,0,0,2,4,1,0,0,0,0,ok
kona1242,https://glottolog.org/langdoc?language=kona1242,15,0,0,1,2,0,1,1,0,0,2,4,0,0,2,0,0,ok
rasa1243,https://glottolog.org/langdoc?language=rasa1243,5,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,ok
chen1266,https://glottolog.org/langdoc?language=chen1266,17,3,5,2,0,3,0,2,1,0,0,0,0,0,1,0,0,ok
iyow1239,https://glottolog.org/langdoc?language=iyow1239,9,0,1,2,0,0,1,1,0,0,3,0,0,0,1,0,0,ok
tlac1237,https://glottolog.org/langdoc?language=tlac1237,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,ok
kwam1254,https://glottolog.org/langdoc?language=kwam1254,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
kach1280,https://glottolog.org/langdoc?language=kach1280,43,1,11,7,2,1,6,8,2,0,8,8,0,2,0,0,0,ok
yuga1244,https://glottolog.org/langdoc?language=yuga1244,31,0,0,0,0,0,7,7,0,0,3,1,0,1,0,0,0,ok
kani1279,https://glottolog.org/langdoc?language=kani1279,12,0,0,0,1,0,0,5,1,0,0,7,2,2,0,0,0,ok
sabu1255,https://glottolog.org/langdoc?language=sabu1255,39,1,3,4,0,2,5,7,1,0,17,6,0,3,0,0,0,ok
bidi1241,https://glottolog.org/langdoc?language=bidi1241,27,1,4,3,1,1,1,4,1,0,1,6,0,1,1,0,0,ok
balk1252,https://glottolog.org/langdoc?language=balk1252,76,11,27,5,0,8,11,12,6,0,4,5,0,2,0,0,0,ok
sani1269,https://glottolog.org/langdoc?language=sani1269,15,2,1,1,1,1,6,4,0,0,1,7,0,0,1,0,0,ok
prin1242,https://glottolog.org/langdoc?language=prin1242,13,0,1,3,2,0,0,1,1,0,0,1,0,0,1,0,0,ok
muba1238,https://glottolog.org/langdoc?language=muba1238,5,0,0,0,0,0,2,3,1,0,0,5,0,0,0,0,0,ok
kaya1334,https://glottolog.org/langdoc?language=kaya1334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
ahom1240,https://glottolog.org/langdoc?language=ahom1240,28,3,5,0,0,2,8,3,2,0,2,8,0,3,3,0,0,ok
kirm1248,https://glottolog.org/langdoc?language=kirm1248,5,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,ok
onoo1246,https://glottolog.org/langdoc?language=onoo1246,19,0,1,0,2,0,5,8,2,0,0,10,0,3,0,0,0,ok
kara1465,https://glottolog.org/langdoc?language=kara1465,22,4,4,3,2,0,0,0,0,1,2,2,0,3,1,0,0,ok
hawa1235,https://glottolog.org/langdoc?language=hawa1235,8,0,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0,ok
west2721,https://glottolog.org/langdoc?language=west2721,54,3,9,7,2,0,2,5,1,0,11,8,1,4,1,0,0,ok
ombo1238,https://glottolog.org/langdoc?language=ombo1238,16,0,1,0,0,1,0,3,2,0,1,5,1,1,0,0,0,ok
mamu1254,https://glottolog.org/langdoc?language=mamu1254,4,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,ok
wand1264,https://glottolog.org/langdoc?language=wand1264,15,0,0,0,0,0,1,9,0,0,0,5,1,0,1,0,0,ok
fare1241,https://glottolog.org/langdoc?language=fare1241,113,5,6,7,3,1,5,8,1,2,10,12,2,4,1,0,0,ok
wall1255,https://glottolog.org/langdoc?language=wall1255,25,5,10,2,1,1,1,3,1,0,3,0,0,1,0,0,0,ok
kada1284,https://glottolog.org/langdoc?language=kada1284,17,0,0,0,0,0,7,0,0,1,4,9,1,1,3,0,0,ok
edec1238,https://glottolog.org/langdoc?language=edec1238,9,0,0,0,1,0,1,3,1,0,0,2,0,4,2,0,0,ok
coco1260,https://glottolog.org/langdoc?language=coco1260,7,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,ok
uppe1437,https://glottolog.org/langdoc?language=uppe1437,87,10,1,1,0,1,0,8,0,1,5,2,0,1,1,0,0,ok
yith1234,https://glottolog.org/langdoc?language=yith1234,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,ok
yamb1254,https://glottolog.org/langdoc?language=yamb1254,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,ok
maha1305,https://glottolog.org/langdoc?language=maha1305,9,0,4,0,0,1,0,2,2,0,0,2,0,0,0,0,0,ok
sanj1282,https://glottolog.org/langdoc?language=sanj1282,6,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,ok
lach1249,https://glottolog.org/langdoc?language=lach1249,9,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,ok
sici1248,https://glottolog.org/langdoc?language=sici1248,22,6,10,1,1,1,1,2,2,0,0,4,0,0,1,0,0,ok
siar1238,https://glottolog.org/langdoc?language=siar1238,14,0,2,4,0,0,3,2,0,0,3,4,0,0,0,0,0,ok
tamb1267,https://glottolog.org/langdoc?language=tamb1267,4,0,0,0,0,0,3,2,0,0,0,3,0,0,1,0,0,ok
corn1251,https://glottolog.org/langdoc?language=corn1251,36,4,10,3,1,1,2,4,0,0,0,3,0,1,5,0,0,ok
east2345,https://glottolog.org/langdoc?language=east2345,8,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,ok
elpa1240,https://glottolog.org/langdoc?language=elpa1240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
yaur1239,https://glottolog.org/langdoc?language=yaur1239,14,0,0,0,0,0,9,5,3,0,2,9,0,1,0,0,0,ok
waka1275,https://glottolog.org/langdoc?language=waka1275,5,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,ok
waci1239,https://glottolog.org/langdoc?language=waci1239,8,0,0,1,2,0,0,3,0,0,1,3,0,1,2,0,0,ok
kela1258,https://glottolog.org/langdoc?language=kela1258,31,1,1,1,2,0,6,3,0,0,20,4,1,0,0,0,0,ok
anci1248,https://glottolog.org/langdoc?language=anci1248,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,ok
dzan1238,https://glottolog.org/langdoc?language=dzan1238,7,0,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,ok
mapo1246,https://glottolog.org/langdoc?language=mapo1246,28,0,0,0,2,2,2,6,0,0,0,3,0,2,1,0,0,ok
mais1250,https://glottolog.org/langdoc?language=mais1250,21,1,1,3,0,0,5,4,1,0,1,6,0,2,0,0,0,ok
brib1244,https://glottolog.org/langdoc?language=brib1244,4,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,ok
salt1242,https://glottolog.org/langdoc?language=salt1242,25,0,1,1,0,0,0,2,0,0,1,2,0,2,0,0,0,ok
dadi1251,https://glottolog.org/langdoc?language=dadi1251,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
dong1285,https://glottolog.org/langdoc?language=dong1285,30,3,6,5,0,1,0,4,0,0,1,3,0,5,0,0,0,ok
whit1269,https://glottolog.org/langdoc?language=whit1269,9,0,3,0,0,0,2,4,0,0,0,4,1,2,0,0,0,ok
ngai1241,https://glottolog.org/langdoc?language=ngai1241,14,0,0,0,0,0,5,2,0,0,0,3,0,0,1,0,0,ok
umaa1242,https://glottolog.org/langdoc?language=umaa1242,28,1,3,1,2,2,3,4,0,0,1,1,0,4,0,0,0,ok
rovi1238,https://glottolog.org/langdoc?language=rovi1238,50,3,6,0,0,0,7,4,3,0,31,6,0,1,0,0,0,ok
swis1240,https://glottolog.org/langdoc?language=swis1240,8,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,ok
cent2145,https://glottolog.org/langdoc?language=cent2145,7,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,ok
okie1245,https://glottolog.org/langdoc?language=okie1245,55,0,1,0,1,0,9,5,1,0,31,11,0,1,4,0,0,ok
caca1250,https://glottolog.org/langdoc?language=caca1250,5,0,0,0,1,0,1,2,0,1,0,3,0,0,0,0,0,ok
kaon1241,https://glottolog.org/langdoc?language=kaon1241,35,1,6,0,1,0,3,4,0,0,6,9,2,0,0,0,0,ok
mang1408,https://glottolog.org/langdoc?language=mang1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
icel1236,https://glottolog.org/langdoc?language=icel1236,10,0,2,0,0,0,0,3,0,0,0,3,0,4,0,0,0,ok
ilue1241,https://glottolog.org/langdoc?language=ilue1241,7,0,0,0,0,1,3,5,0,0,0,2,0,0,0,0,0,ok
dabe1239,https://glottolog.org/langdoc?language=dabe1239,6,0,0,0,0,1,3,1,0,0,1,3,0,0,1,0,0,ok
nata1254,https://glottolog.org/langdoc?language=nata1254,8,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,ok
lamp1242,https://glottolog.org/langdoc?language=lamp1242,13,1,2,0,0,0,4,2,1,0,1,3,0,0,3,0,0,ok
qanj1241,https://glottolog.org/langdoc?language=qanj1241,31,5,5,1,1,1,1,2,1,0,1,3,0,5,1,0,0,ok
sout2977,https://glottolog.org/langdoc?language=sout2977,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,ok
bepo1240,https://glottolog.org/langdoc?language=bepo1240,10,0,0,0,0,1,1,6,3,0,0,7,1,0,0,0,0,ok
maye1238,https://glottolog.org/langdoc?language=maye1238,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,ok
wutu1244,https://glottolog.org/langdoc?language=wutu1244,16,0,0,1,1,0,6,7,2,0,2,11,0,0,0,0,0,ok
ishk1246,https://glottolog.org/langdoc?language=ishk1246,14,0,2,2,0,2,4,1,0,0,0,5,0,0,1,0,0,ok
sint1235,https://glottolog.org/langdoc?language=sint1235,37,7,11,3,1,1,5,3,0,0,4,4,0,0,1,0,0,ok
anda1280,https://glottolog.org/langdoc?language=anda1280,6,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,ok
mann1245,https://glottolog.org/langdoc?language=mann1245,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,ok
khar1287,https://glottolog.org/langdoc?language=khar1287,37,3,8,6,1,4,1,7,2,0,0,3,0,2,3,0,0,ok
kick1244,https://glottolog.org/langdoc?language=kick1244,20,0,4,1,2,1,1,4,0,0,4,0,0,0,0,0,0,ok
sapo1253,https://glottolog.org/langdoc?language=sapo1253,11,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,ok
lauu1247,https://glottolog.org/langdoc?language=lauu1247,24,2,4,0,0,0,2,1,0,0,13,1,0,0,0,0,0,ok
kadu1254,https://glottolog.org/langdoc?language=kadu1254,4,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,ok
tawa1270,https://glottolog.org/langdoc?language=tawa1270,13,0,0,0,1,0,1,1,0,0,3,5,0,0,0,0,0,ok
nyan1307,https://glottolog.org/langdoc?language=nyan1307,23,3,1,2,0,0,3,5,0,0,7,7,0,3,0,0,0,ok
ngem1255,https://glottolog.org/langdoc?language=ngem1255,27,0,2,4,2,0,4,5,1,2,0,5,0,3,2,0,0,ok
maon1238,https://glottolog.org/langdoc?language=maon1238,9,0,0,1,0,0,3,3,2,0,0,3,0,0,0,0,0,ok
gamb1251,https://glottolog.org/langdoc?language=gamb1251,15,0,0,0,0,1,1,6,1,0,1,4,0,1,0,0,0,ok
mess1244,https://glottolog.org/langdoc?language=mess1244,10,0,0,0,0,0,0,3,7,0,0,5,1,0,0,0,0,ok
sout2954,https://glottolog.org/langdoc?language=sout2954,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
moza1249,https://glottolog.org/langdoc?language=moza1249,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,ok
piam1242,https://glottolog.org/langdoc?language=piam1242,5,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,ok
biaf1240,https://glottolog.org/langdoc?language=biaf1240,43,0,4,3,0,1,5,8,3,0,4,8,0,0,0,0,0,ok
kang1281,https://glottolog.org/langdoc?language=kang1281,10,0,0,1,0,1,0,4,1,0,0,3,0,1,1,0,0,ok
klao1243,https://glottolog.org/langdoc?language=klao1243,14,0,1,0,2,0,3,2,0,1,1,4,0,2,0,0,0,ok
kham1283,https://glottolog.org/langdoc?language=kham1283,10,0,1,0,0,1,2,5,1,0,2,4,0,0,0,0,0,ok
ngar1296,https://glottolog.org/langdoc?language=ngar1296,12,0,1,2,0,0,4,3,0,0,0,7,1,1,0,0,0,ok
bonk1243,https://glottolog.org/langdoc?language=bonk1243,6,0,0,0,0,0,1,2,0,0,0,5,1,0,0,0,0,ok
selk1253,https://glottolog.org/langdoc?language=selk1253,59,4,15,7,0,0,1,8,0,1,5,4,1,3,0,0,0,ok
mani1294,https://glottolog.org/langdoc?language=mani1294,6,0,0,0,1,0,2,1,2,0,0,4,2,0,1,0,0,ok
kheh1237,https://glottolog.org/langdoc?language=kheh1237,3,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,ok
west2408,https://glottolog.org/langdoc?language=west2408,11,0,1,3,0,0,3,4,1,0,2,4,0,0,2,0,0,ok
nkon1248,https://glottolog.org/langdoc?language=nkon1248,21,0,1,2,0,1,4,2,0,0,1,4,0,1,0,0,0,ok
hung1276,https://glottolog.org/langdoc?language=hung1276,6,0,0,0,0,0,2,3,0,0,0,4,0,0,2,0,0,ok
buwa1243,https://glottolog.org/langdoc?language=buwa1243,6,0,0,1,0,0,0,1,0,1,0,1,0,1,2,0,0,ok
taba1259,https://glottolog.org/langdoc?language=taba1259,32,6,8,6,0,2,1,3,1,0,1,3,0,0,0,0,0,ok
zhab1238,https://glottolog.org/langdoc?language=zhab1238,22,0,2,3,1,0,2,5,3,0,0,5,0,6,0,0,0,ok
tija1235,https://glottolog.org/langdoc?language=tija1235,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ok
mund1327,https://glottolog.org/langdoc?language=mund1327,33,2,0,0,1,0,3,3,0,0,0,3,0,3,0,0,0,ok
mban1262,https://glottolog.org/langdoc?language=mban1262,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
nucl1333,https://glottolog.org/langdoc?language=nucl1333,10,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,ok
haio1238,https://glottolog.org/langdoc?language=haio1238,60,0,2,0,0,2,3,7,0,1,13,7,0,1,1,0,0,ok
kung1260,https://glottolog.org/langdoc?language=kung1260,9,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,ok
bani1254,https://glottolog.org/langdoc?language=bani1254,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,ok
nuku1260,https://glottolog.org/langdoc?language=nuku1260,19,1,1,1,0,2,3,4,0,0,6,4,0,0,0,0,0,ok
kopk1238,https://glottolog.org/langdoc?language=kopk1238,5,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,ok
west2435,https://glottolog.org/langdoc?language=west2435,75,1,7,6,0,2,5,18,2,0,7,12,0,6,0,0,0,ok
garh1243,https://glottolog.org/langdoc?language=garh1243,25,0,9,0,0,1,4,7,2,0,4,8,0,2,0,0,0,ok
awiy1238,https://glottolog.org/langdoc?language=awiy1238,19,1,2,0,0,1,1,7,2,0,0,4,0,1,0,3,0,ok
wata1253,https://glottolog.org/langdoc?language=wata1253,17,0,1,0,0,0,6,5,1,0,2,9,1,0,1,0,0,ok
ghot1243,https://glottolog.org/langdoc?language=ghot1243,8,0,0,0,2,0,3,5,0,0,0,4,0,1,0,0,0,ok
mato1252,https://glottolog.org/langdoc?language=mato1252,10,0,0,1,2,0,2,1,1,1,0,4,0,0,1,0,0,ok
gbin1239,https://glottolog.org/langdoc?language=gbin1239,4,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,ok
mako1251,https://glottolog.org/langdoc?language=mako1251,107,3,12,4,3,2,9,6,1,2,13,14,1,6,1,0,0,ok
nubr1241,https://glottolog.org/langdoc?language=nubr1241,18,2,1,0,1,1,2,5,2,0,0,4,0,3,1,0,0,ok
rang1267,https://glottolog.org/langdoc?language=rang1267,16,0,1,2,1,1,3,2,3,0,4,4,0,2,0,0,0,ok
baur1253,https://glottolog.org/langdoc?language=baur1253,69,0,2,2,2,2,14,10,0,0,7,16,3,3,3,0,0,ok
ihab1241,https://glottolog.org/langdoc?language=ihab1241,5,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,ok
mari1423,https://glottolog.org/langdoc?language=mari1423,6,0,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,ok
kulo1237,https://glottolog.org/langdoc?language=kulo1237,24,1,3,1,2,3,2,2,1,0,1,3,0,1,0,0,0,ok
teke1275,https://glottolog.org/langdoc?language=teke1275,28,1,3,0,2,0,1,5,1,0,4,9,2,8,0,0,0,ok
kuoo1238,https://glottolog.org/langdoc?language=kuoo1238,14,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,ok
awin1248,https://glottolog.org/langdoc?language=awin1248,18,1,1,0,2,0,2,4,2,0,0,5,0,6,3,0,0,ok
geya1234,https://glottolog.org/langdoc?language=geya1234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
nukn1238,https://glottolog.org/langdoc?language=nukn1238,7,0,0,1,0,0,0,3,1,0,0,4,0,0,0,0,0,ok
kana1286,https://glottolog.org/langdoc?language=kana1286,19,0,3,2,1,2,2,5,2,0,2,4,0,1,0,0,0,ok
polo1242,https://glottolog.org/langdoc?language=polo1242,7,0,0,0,0,1,1,4,0,0,0,4,1,0,0,0,0,ok
saaf1238,https://glottolog.org/langdoc?language=saaf1238,26,1,2,3,2,0,3,3,0,0,0,4,0,2,1,0,0,ok
miri1266,https://glottolog.org/langdoc?language=miri1266,35,0,2,1,1,1,2,8,0,0,0,3,0,1,1,0,0,ok
thai1262,https://glottolog.org/langdoc?language=thai1262,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
nucl1696,https://glottolog.org/langdoc?language=nucl1696,57,3,3,1,7,0,2,11,3,0,3,13,1,3,0,0,0,ok
arme1259,https://glottolog.org/langdoc?language=arme1259,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
dogu1235,https://glottolog.org/langdoc?language=dogu1235,12,0,1,0,0,0,3,2,0,0,0,2,0,0,1,0,0,ok
pahi1246,https://glottolog.org/langdoc?language=pahi1246,7,0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,0,ok
koro1296,https://glottolog.org/langdoc?language=koro1296,12,1,3,0,0,3,1,4,1,0,0,1,0,2,0,0,0,ok
cakf1236,https://glottolog.org/langdoc?language=cakf1236,8,0,2,0,0,1,0,3,1,0,0,5,1,0,0,0,0,ok
gbag1258,https://glottolog.org/langdoc?language=gbag1258,8,1,3,1,1,0,2,2,0,0,2,2,0,0,0,0,0,ok
kemb1249,https://glottolog.org/langdoc?language=kemb1249,6,0,0,1,0,0,3,2,1,0,0,2,0,0,0,0,0,ok
boro1283,https://glottolog.org/langdoc?language=boro1283,5,0,0,0,0,0,2,0,0,0,0,4,0,1,1,0,0,ok
ongg1239,https://glottolog.org/langdoc?language=ongg1239,4,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,ok
yine1238,https://glottolog.org/langdoc?language=yine1238,146,4,4,4,4,3,11,8,0,0,14,13,0,0,2,0,0,ok
temp1235,https://glottolog.org/langdoc?language=temp1235,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
diri1252,https://glottolog.org/langdoc?language=diri1252,72,1,7,2,3,1,0,10,0,0,5,13,0,1,1,0,0,ok
nugu1241,https://glottolog.org/langdoc?language=nugu1241,11,1,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,ok
angl1258,https://glottolog.org/langdoc?language=angl1258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
dema1235,https://glottolog.org/langdoc?language=dema1235,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ok
nort2959,https://glottolog.org/langdoc?language=nort2959,22,0,4,3,0,1,1,2,1,0,6,3,0,2,0,0,0,ok
sout2645,https://glottolog.org/langdoc?language=sout2645,32,7,6,1,0,3,4,5,7,0,1,8,0,5,1,0,0,ok
ukwa1238,https://glottolog.org/langdoc?language=ukwa1238,5,0,0,0,0,1,3,3,0,0,0,2,0,0,0,0,0,ok
guja1252,https://glottolog.org/langdoc?language=guja1252,51,2,10,5,2,1,4,5,5,0,3,6,1,0,0,0,0,ok
mixi1241,https://glottolog.org/langdoc?language=mixi1241,8,1,2,0,1,0,3,3,0,0,0,3,0,0,0,0,0,ok
